raw_street,raw_area
18 Aklander Rise,"Flat Bush, Auckland, Auckland South"
24 Kingdon Street,"Leamington, Cambridge, Waikato"
1 Akiraho Street,"Mt Eden, Auckland, Auckland City"
310A Hoon Hay Road,"Hoon Hay, Christchurch, Canterbury"
34 Wellington Street,"Hampstead, Ashburton, Canterbury"
4 Fox Lane,"Rolleston, Canterbury"
22 Titoki Street,"Te Atatu Peninsula, Auckland, Auckland West"
489 Tara Road,"Mangawhai, Northland"
30 Timperley Road,"Parua Bay, Northland"
2/34 Korari Crescent,"Mangakino, Waikato"
29C Walmsley Street,"Kihikihi, Te Awamutu, Waikato"
59 McKinstry Avenue,"Mangere East, Auckland, Auckland South"
6 Horoeka Street,"Avonhead, Christchurch, Canterbury"
438A Lower Pitone Road,"Pitone, New Plymouth, Taranaki"
12 Celmisia Retreat,"Papamoa Beach, Papamoa, Bay of Plenty"
9 Mincher Road,"Kelvin Heights, Queenstown, Otago"
849 Tuakau Bridge-Port Waikato Road,"Te Kohanga, Waikato"
441A Memorial Avenue,"Burnside, Christchurch, Canterbury"
42 Settlement Road,"Kurow, Otago"
39 Willowridge,"Wanaka, Otago"
69 Drumbuoy Drive,"Flat Bush, Auckland, Auckland South"
12 Sir Brian Lochore Avenue,"Masterton, Wairarapa"
84 Muirhill Street,"Halswell, Christchurch, Canterbury"
58 & 60 Infinity Drive,"Wanaka, Otago"
261 Oruakukuru Road,"Waimarino, Manawatu/Whanganui"
"283, 283A, 285A, 285B & 285D Gladstone Road","Mosgiel, Otago"
32 Jane Maree Road,"Kumeu, Auckland West"
90 Sunningdale Drive,"Stoke, Nelson, Nelson/Marlborough"
3 Ancroft Drive,"Matamata, Waikato"
285 Te Taruna Drive,"Wainui, Auckland North Shore"
869D Whangaparaoa Road,"Manly, Whangaparaoa, Auckland North Shore"
14 Paul Way,"Pokeno, Waikato"
108 Ward Road,"Cheviot, Canterbury"
59 Wilson Road,"Warkworth, Auckland North Shore"
1 Beach Road,"Akaroa, Canterbury"
47 Stevenson Drive,"Papamoa, Bay of Plenty"
7 Cadwil Drive,"Beachlands, Auckland, Canterbury"
132 Mahoenui Valley Road,"Coatesville, Auckland North Shore"
34 Perendale Road,"Jacks Point, Queenstown, Otago"
1/7 the Rise,"Mt Pleasant, Christchurch, Canterbury"
off SH 8,"Twizel, Canterbury"
39 The Strand,"Whakatane, Bay of Plenty"
5 McNeil Street,"Wanaka, Otago"
54 Evolution Drive,"Horotiu, Hamilton, Waikato"
21 MacPhail Avenue,"Rangiora, Canterbury"
12 Massine Place,"Randwick Park, Auckland, Auckland South"
35 Alpine View,"Hokitika, West Coast"
520 Mill Road North,"Roslyn Bush, Invercargill, Southland"
19 Hapu Avenue,"Baverstock, Hamilton, Waikato"
8 Oakmont Crescent,"Waiwhakaiho, New Plymouth, Taranaki"
15 Paul Way,"Pokeno, Waikato"
8 Alwyn Avenue,"Te Atatu South, Auckland, Auckland West"
150 Burnside Road,"Makarau, Warkworth, Auckland North Shore"
60 Stratford Drive,"Mt Pisa, Cromwell, Otago"
22 Gilbransen Road,"Kumeu, Auckland West"
163A Denbigh Street,"Feilding, Manawatu/Whanganui"
6 Crete Road,"Rangiora, Canterbury"
12 Cherrington Road,"Moerewa, Kaikohe, Northland"
56 Shore Road,"Remuera, Auckland, Auckland City"
33 Harry Richards Way,"Pokeno, Waikato"
108 Carrington Road,"Mt Albert, Auckland, Auckland City"
43 Raroa Terrace,"Tawa, Wellington, Wellington"
34C Gills Road,"Bucklands Beach, Auckland, Auckland South"
24B Little Gem Road,"Wigram, Christchurch, Canterbury"
14 - 30 Ross Crescent,"Fairfield, Hamilton, Waikato"
40 John Holmes Road,"Halswell, Christchurch, Canterbury"
8 & 10 Lusitano Drive,"Karaka, Papakura, Auckland South"
65 Sanctuary Drive,"Stoke, Nelson, Nelson/Marlborough"
28A Dublin Street,"Pukekohe, Auckland South"
420D Wiltons Road,"West Taratahi, Carterton, Wairarapa"
150 Stirrat Street,"Kingswell, Invercargill, Southland"
Maori Jack Road,"Jacks Point, Queenstown, Otago"
Ophir Bridge Road,"Ophir, Omakau, Otago"
24 Defender Crescent,"Beachlands, Auckland, Auckland South"
25 Weld Street,"Levin, Manawatu/Whanganui"
4 Lilli Lane,"Rolleston, Canterbury"
27 Lakeside Terrace,"Omokoroa, Bay of Plenty"
15 Whitehorn Drive,"Lincoln, Canterbury"
28 Shortt Avenue,"Mangere Bridge, Auckland, Auckland South"
20 Ridgehill Rise,"Flat Bush, Auckland, Auckland South"
15 Queen Mary Avenue,"New Lynn, Auckland, Auckland West"
56 Pegasus Main Street & 5 Matamata Quay,"Pegasus, Canterbury"
301 Bradleys Road,"Ohoka, Canterbury"
117 Ngapuhi Road,"Remuera, Auckland, Auckland City"
36 Pitt Street East,"Clive, Hawkes Bay/Gisborne"
19 Helicon Street,"Pegasus, Canterbury"
10 Marliece Street,"Rolleston, Canterbury"
73 Awarua Street,"Ngaio, Wellington, Wellington"
SH 85 & Brassknocker Road,"Central Otago, Otago"
108 Pohutukawa Avenue,"Ohope, Bay of Plenty"
24 McLean Street,"Pokeno, Waikato"
21 Kerrydale Road,"Manurewa, Auckland, Auckland South"
15 Panorama Place,"Coastlands, Whakatane, Bay of Plenty"
56 Te Hurunui Drive,"Pegasus, Canterbury"
44 Craig Thompson Drive,"Lincoln, Canterbury"
193 Broughton Street,"Gore, Southland"
45 Vera Road,"Te Atatu South, Auckland, Auckland West"
122 Arthur Street,"Onehunga, Auckland, Auckland City"
9 Micah Place,"Rolleston, Canterbury"
85 Hitchen Road,"Pokeno, Waikato"
955 Mt Eden Road,"Three Kings, Auckland, Auckland City"
51 Walmsley Road,"Otahuhu, Auckland, Auckland City"
19 McMenamin Place,"Fairview Heights, Auckland, Auckland North Shore"
36 Rotoiti Avenue,"Pakuranga Heights, Auckland, Auckland South"
41 Diamond Lane,"Riverhead, Auckland, Auckland North Shore"
105 Tenby Street,"Wanaka, Otago"
203 Cranford Street,"St Albans, Christchurch, Canterbury"
1233 Weranui Road,"Wainui, Auckland North Shore"
38A Ruahine Street,"Paraparaumu, Kapiti Coast, Wellington"
6 The Heights Avenue,"Wanaka, Otago"
Lot 20 Moffat Road,"Orewa, Auckland, Auckland North Shore"
644 Waterholes Road,"Rolleston, Canterbury"
143 Hitchen Road,"Pokeno, Waikato"
19A Watson Street,"Akaroa, Banks Peninsula, Canterbury"
19 Halifax Drive,"Waipu, Northland"
24 West End Road,"Ohope, Bay of Plenty"
3 Swift Place,"Leamington, Cambridge, Waikato"
78 & 79 Westgate Drive,"Raumati Beach, Paraparaumu, Wellington"
42 Kahukura Avenue,"Waitarere Beach, Levin, Manawatu/Whanganui"
1120 Waikite Valley Road,"Waikite Valley, Rotorua, Bay of Plenty"
234A Pipiwai Road,"Ngararatunua, Whangarei, Northland"
20A Bauchop Road,"Waterloo, Lower Hutt, Wellington"
32 Lumsden Drive,"Anderson Park, Invercargill, Southland"
25 Wakefield Drive,"Rolleston, Canterbury"
651 Birch Hill Road,"Okuku, Canterbury"
36B Everard Avenue,"Army Bay, Whangaparaoa, Auckland North Shore"
37 Rapunga Drive,"Hobsonville, Auckland, Auckland West"
38 Makara Road,"Karori, Wellington, Wellington"
64 Dobson Street,"Gleniti, Timaru, Canterbury"
1 Crown Lane,"Remuera, Auckland, Auckland City"
20 Kennington Drive,"Rolleston, Canterbury"
49 Matariki Avenue,"Hastings, Hawkes Bay/Gisborne"
404 Bain Road,"Milford, Temuka, Canterbury"
10 Burnside Avenue,"Hawera, Taranaki"
11 & 13 William Rees Place,"Kelvin Heights, Queenstown, Otago"
66A Jubilee Road,"Khandallah, Wellington, Wellington"
"Elmdon Street, Bede Place, Welby Place, Watchfield Close & Molesworth Place","Mangere, Auckland, Auckland South"
73 Verdeco Boulevard,"Lincoln, Canterbury"
20/77 Tasman Road,"Burbush, Hamilton, Waikato"
Cnr St Asaph Street & Hagley Avenue,"Christchurch, Canterbury"
118 Puketitiri Road,"Poraiti, Napier, Hawkes Bay/Gisborne"
16 Tamure Road,"Flat Bush, Auckland, Auckland South"
11 Silver Fern Lane,"Papamoa, Bay of Plenty"
235 Riverside Drive,"Waterloo, Lower Hutt, Wellington"
26 Biokovo Street,"Massey, Auckland, Auckland West"
418 East Coast Road,"Sunnynook, Auckland, Auckland North Shore"
11A Kiwi Street,"Matamata, Waikato"
43 Lochhead Street,"Mahora, Hastings, Hawkes Bay/Gisborne"
Coprosma Crescent,"Botanical Heights, Taupo, Bay of Plenty"
86 Westmuir Crescent,"Pokeno, Waikato"
55C Pioneer Lane,"Kumeu, Auckland North Shore"
8 Dryden Street,"Mosgiel, Otago"
49 Davies Road,"Hurdon, New Plymouth, Taranaki"
16 McCall Avenue,"Pauanui, Waikato"
3 Manatu Close,"Whangamata, Waikato"
51 Peake Road,"Cambridge, Waikato"
39 Whitby Street,"Clyde, Otago"
385 Thames Highway,"Oamaru North, Oamaru, Otago"
186A Fernhill Drive,"Judgeford, Porirua, Wellington"
3 Le Comte Lane,"Prebbleton, Canterbury"
1 Te Rehutai Rise,"Welcome Bay, Tauranga, Bay of Plenty"
97 Alf Access Road,"Helensville, Auckland North Shore"
13 Nursery Place,"Westown, New Plymouth, Taranaki"
Summersfield Boulevard,"Richmond, Nelson, Nelson/Marlborough"
30 Ridgeway Avenue,"Rolleston, Canterbury"
9 Roker Street,"Somerfield, Christchurch, Canterbury"
130 Colonial Drive,"Silverdale, Auckland North Shore"
15B Woodlands Road,"Parkside, Timaru, Canterbury"
150 Wyllie Road,"Papatoetoe, Auckland, Auckland South"
27 Estuary View Road,"Welcome Bay, Tauranga, Bay of Plenty"
48 William Wallbank Crescent,"Swanson, Auckland, Auckland West"
111 Rosalinda Road,"Dome Forest, Warkworth, Auckland North Shore"
Muster Road,"Jacks Point, Queenstown, Otago"
43 Midlane Crescent,"Appleby, Richmond, Nelson/Marlborough"
120 St Aubyn Street,"New Plymouth, Taranaki"
21A Hall Crescent,"Epuni, Lower Hutt, Wellington"
33A Taylor Pass Road,"Witherlea, Blenheim, Nelson/Marlborough"
2 Glovers Road,"Halswell, Christchurch, Canterbury"
73 Canon Street,"St Albans, Christchurch, Canterbury"
5 Howie Street,"Morrinsville, Waikato"
14 William Souter Street,"Forrest Hill, Auckland, Auckland North Shore"
4 Lugton Street,"Nawton, Hamilton, Waikato"
230 Stringer Road,"Redwood Valley, Richmond, Nelson/Marlborough"
4 Midgard Road,"Coopers Beach, Northland"
406 Dunns Crossing Road,"Rolleston, Canterbury"
3 Breeze Lane,"Silverdale, Auckland North Shore"
4 Norma Way,"Whitianga, Waikato"
50 Alma Road,"Gonville, Whanganui, Manawatu/Whanganui"
83 Pomona Road,"Ruby Bay, Mapua, Nelson/Marlborough"
235 SH 26,"Newstead, Hamilton, Waikato"
19 Puketutu Road,"Matamata, Waikato"
145-179 Ward Street,"Hamilton Central, Waikato"
80 Harts Creek Lane,"Northwood, Christchurch, Canterbury"
36A Busby Hill,"Havelock North, Hawkes Bay/Gisborne"
114 Ti Kouka Crescent,"Matarangi, Whitianga, Waikato"
19 Wigmore Crescent,"Rolleston, Canterbury"
326 Kenwood Drive,"Matarangi, Whitianga, Waikato"
12 Beach Cove,"Wainui, Gisborne, Hawkes Bay/Gisborne"
325 Heretaunga Street West,"Hastings, Hawkes Bay/Gisborne"
3B Parrs Road,"Hurworth, New Plymouth, Taranaki"
16 Maurice James Way,"Prebbleton, Canterbury"
Carlisle Street,"Waimate, Canterbury"
131 Warren Street,"Wanaka, Otago"
103 Rannoch Drive,"Broomfield, Christchurch, Canterbury"
Tauranga Road,"Te Poi, Matamata, Waikato"
13 Perkins Street,"Papakura, Auckland South"
33 Roberts Street,"Epuni, Lower Hutt, Wellington"
11 Manfield Street,"Tokoroa, Waikato"
25A Blackmans Road,"Blackmans, Otago"
17 Kano Way,"Hobsonville, Auckland, Auckland West"
41 McKerrow Street,"Marshland, Christchurch, Canterbury"
650 Spar Bush Winton Road,"Winton, Southland"
57 Godfrey Drive,"Orewa, Auckland North Shore"
707 Hillsborough Road,"Mt Roskill, Auckland, Auckland City"
Smarts Road,"Leithfield Beach, Canterbury"
5 Wanganella Street,"Birkenhead, Auckland, Auckland North Shore"
6 Kissling Terrace,"Pyes Pa, Tauranga, Bay of Plenty"
32 Ventura Street,"Mangere West, Auckland, Auckland South"
7 Benjamin Place,"Clevedon, Auckland South"
44 Colpoma Close,"Papamoa Beach, Papamoa, Bay of Plenty"
3 Georgetti Way,"Warkworth, Auckland North Shore"
175 Robertson Road,"Waitaki Bridge, Otago"
113A Wairau Road,"Oakura, Taranaki"
62 Sherwood Avenue,"Te Atatu South, Auckland, Auckland West"
32 Croydon Street,"Woodend, Canterbury"
25 George Street,"Bulls, Manawatu/Whanganui"
360 Fenton Street,"Rotorua, Bay of Plenty"
88 Hyperion Drive,"Randwick Park, Auckland, Auckland South"
23 Somerset Street,"Watlington, Timaru, Canterbury"
46 Cooney Avenue,"Darfield, Canterbury"
133 Manuroa Road,"Takanini, Auckland South"
8 Siren Street,"Wainui, Auckland North Shore"
3090 Cambridge Road,"Rotoorangi, Cambridge, Waikato"
17 Reece Place,"Marshland, Christchurch, Canterbury"
162 Grey Street,"Onehunga, Auckand, Auckland South"
Park Estate Drive,"Hingaia South, Auckland, Auckland South"
171A Wright Road,"Waiau Pa, Pukekohe, Auckland South"
7 Ratahi Way,"Omokoroa, Bay of Plenty"
24 Matara Avenue,"Maraetai, Auckland, Auckland South"
104 Ranfurly Road West,"Epsom, Auckland, Auckland City"
7 Macleans Road,"Bucklands Beach, Auckland, Auckland South"
4 Wheki Lane,"Inglewood, Taranaki"
92 South Road,"Waipu, Northland"
11 Gisele Crescent,"Halswell, Christchurch, Canterbury"
127 Waipuna Road East,"Mt Wellington, Auckland, Auckland City"
5 Ara o Nga Hekenga,"Richmond, Nelson/Marlborough"
242 Verdeco Boulevard,"Lincoln, Canterbury"
82 Jutland Road,"Takapuna, Auckland, Auckland North Shore"
2 Titoki Street,"Rarangi, Blenheim, Nelson/Marlborough"
17 Gossett Lane,"Pegasus, Canterbury"
15 Whittington Drive,"Rolleston, Canterbury"
3 Monte Crescent,"Lincoln, Canterbury"
10 Landon Avenue,"Mangere East, Auckland, Auckland South"
913 Hibiscus Coast Highway,"Waiwera, Auckland North Shore"
42 Muster Road,"Jacks Point, Queenstown, Otago"
170 Palm Springs Boulevard,"Papamoa Beach, Papamoa, Bay of Plenty"
33 Brenley Drive,"Rolleston, Canterbury"
16 Bruckless Drive,"Flat Bush, Auckland, Auckland South"
10 Huntaway Ridge,"Stoke, Nelson, Nelson/Marlborough"
Tyndall Road,"Kaiti, Gisborne, Hawkes Bay/Gisborne"
Tongue Farm Road,"Matakana, Auckland North Shore"
41 Donnelly Street,"Oakura, Taranaki"
17 Solomon Place,"Witherlea, Blenheim, Nelson/Marlborough"
4 Dakota Place,"Burleigh, Blenheim, Nelson/Marlborough"
2 Brooke Place,"Alexandra, Otago"
158 Selwyn Street,"Onehunga, Auckland, Auckland City"
16 Matai Street,"Woburn, Lower Hutt, Wellington"
15 Impala Lane,"Bunnythorpe, Palmerston North, Manawatu/Whanganui"
3 Oakbridge Boulevard,"Marshland, Christchurch, Canterbury"
108 Alabama Road,"Blenheim, Nelson/Marlborough"
34 Rapunga Drive,"Hobsonville, Auckland, Auckland West"
29 Kopakopa Crescent,"Wharewaka, Taupo, Waikato"
5 Dunn Street,"Wanaka, Otago"
Cardrona Valley Road,"Wanaka, Otago"
10 Cleveland Road,"Parnell, Auckland, Auckland City"
Arthur Road,"Te Pahu, Waikato"
8 Holcroft Street,"Papakura, Auckland, Auckland South"
10 Whareono Road,"Glenbrook, Auckland South"
7 Santorini Rise,"Bayview, Auckland, Auckland North Shore"
5 Endurance Lane,"Wigram, Christchurch, Canterbury"
21 Tennyson Street,"Opunake, Taranaki"
50 Tirimoana Place,"Otamatea, Whanganui, Manawatu/Whanganui"
33 Home Street,"Manapouri, Southland"
3/1789 Lake Ohau Road,"Lake Ohau, Omarama, Otago"
13 Seacrest Boulevard,"Langs Beach, Waipu, Northland"
118 Salisbury Street,"Central Christchurch, Canterbury"
Apatu Street,"Wairoa, Hawkes Bay/Gisborne"
38 Daniell Street,"Solway, Masterton, Wairarapa"
6 Pegasus Court,"Mt Pisa, Cromwell, Otago"
10 Dorset Street,"Westmere, Auckland, Auckland City"
6 Hallfield Drive,"Ohoka, Canterbury"
10 Henare Street,"Waikanae Beach, Waikanae, Wellington"
13 Peterley Road,"Lower Shotover, Queenstown, Otago"
4 Monowai Street,"Poraiti, Napier, Hawkes Bay/Gisborne"
7 Harakeke Place,"Raglan, Waikato"
198-200 Knights Road,"Hutt Central, Lower Hutt, Wellington"
48 Tutakarae Road,"Palmerston North, Manawatu/Whanganui"
115 Motu Iti,"Pauanui, Waikato"
29 Geoff Geering Drive,"Netherby, Ashburton, Canterbury"
50 Hoteo Avenue,"Papatoetoe, Auckland, Auckland South"
10 Harper Way,"Whakamarama, Bay of Plenty"
41 Vintage Street,"Cromwell, Otago"
3 Domett Street,"Westport, West Coast"
28 Seymour Street,"Saint Marys Bay, Auckland, Auckland City"
8 Crake Street,"Te Kauwhata, Waikato"
24 Adams Road,"Manurewa, Auckland, Auckland South"
138A Cambridge Street,"Levin, Manawatu/Whanganui"
Northlake Drive & Mt Creighton Cresent,"Wanaka, Otago"
30 Hollows Lane,"Rolleston, Canterbury"
3 Lampton Street,"Richmond, Nelson/Marlborough"
Collins Crescent,"Feilding, Manawatu/Whanganui"
2 Tiaki Rise,"Tikipunga, Whangarei, Northland"
47 Temple Drive,"Pukaki, Canterbury"
66A Quaifes Road,"Halswell, Christchurch, Canterbury"
73 Parish Drive,"Wainui, Auckland North Shore"
61 Trewern Avenue,"Chartwell, Hamilton, Waikato"
29 Sunnymead Road,"Glen Innes, Auckland, Auckland City"
17 Maka Terrace,"Silverdale, Auckland North Shore"
19 Friendship Drive,"Waldronville, Dunedin, Otago"
144 Wratts Road,"Rapaura, Marlborough, Nelson/Marlborough"
20 Pakura Street,"Lincoln, Canterbury"
205 Ngaumutawa Road,"Masterton, Wairarapa"
2 Marshall Close,"Motuoapa, Bay of Plenty"
91 Noel Burnside Road,"Wiri, Auckland, Auckland South"
34 Rangitahi Road,"Raglan, Waikato"
173 Darlington Road,"Miramar, Wellington, Wellington"
106 Ocean Close,"Matarangi, Whitianga, Waikato"
24 Potter Avenue,"Wesley, Auckland, Auckland City"
11 Stockport Grove,"Churton Park, Wellington, Wellington"
38 Buller Street,"New Plymouth, Taranaki"
6 Dell Road,"Waiau Pa, Pukekohe, Auckland South"
1 Letitia Street,"Burwood, Christchurch, Canterbury"
27 Landsborough Drive,"Darfield, Canterbury"
11 Cook Street,"Cambridge, Waikato"
39 Te Hurunui Drive,"Pegasus, Canterbury"
34 Karo Road,"Beachlands, Auckland, Auckland South"
91 Nobilo Road,"Kumeu, Auckland, Auckland North Shore"
115 & 117 Kuaka Drive,"Takanini, Auckland, Auckland South"
2 North Street,"Timaru, Canterbury"
2 Stafford Street,"Mt Victoria, Wellington, Wellington"
34 Bella Vista Road,"Herne Bay, Auckland, Auckland City"
372D Wairoa Road,"Minden, Tauranga, Bay of Plenty"
33 Mark Ball Drive,"Pokeno, Waikato"
33-43 Princes Street,"Auckland Central, Auckland, Auckland City"
13 William Street,"Whangarei, Northland"
52A Silverton Avenue,"Wai O Taiki Bay, Auckland, Auckland City"
20 Waipapa Crescent,"Otara, Auckland, Auckland South"
7 Buffon Street,"Waltham, Christchurch, Canterbury"
18 & 2/18 Pinewood Street,"Avondale, Auckland, Auckland City"
5 Memorial Avenue,"Kaikohe, Northland"
1025 SH 63,"Waihopai, Blenheim, Nelson/Marlborough"
39 Marine Parade,"Mt Maunganui, Bay of Plenty"
29 Wai Iti Place,"Clendon Park, Auckland, Auckland South"
9 Hauhake Road,"Flat Bush, Auckland, Auckland South"
19 Millbrae Place,"Pokeno, Waikato"
8 Stud Road,"Yaldhurst, Christchurch, Canterbury"
50 Coatesville Heights,"Coatesville, Auckland North Shore"
60 Kerrs Road,"Wiri, Auckland, Auckland South"
65 Puwha Street,"Massey, Auckland, Auckland West"
561 Kohekohe Karioitahi Road,"Pollok, Auckland South"
17 Timberly Road,"Mangere, Auckland, Auckland South"
115 Clevely Line,"Bunnythorpe, Palmerston North, Manawatu/Whanganui"
3 Frood street,"Bulls, Manawatu/Whanganui"
78 Ross Rise,"Kinloch, Taupo, Waikato"
11 & 15 Edgerley Avenue,"Newmarket, Auckland, Auckland City"
32 Archibald Drive,"Wainui, Auckland North Shore"
50 Kahu Road,"Paremata, Porirua, Wellington"
41-43 Frankmore Avenue,"Johnsonville, Wellington, Wellington"
36 Stewart Road,"Mt Albert, Auckland, Auckland City"
76 Malvern Road,"Morningside, Auckland, Auckland City"
Oraka Street,"Fiordland Estates, Te Anau, Southland"
34 Lime Hill Rise,"Flat Bush, Auckland, Auckland South"
37 Wintle Street,"Mangawhai Heads, Mangawhai, Northland"
101 Cotter Avenue,"Arrowtown, Otago"
1159 Goulds Road,"Rolleston, Canterbury"
19 Longshore Drive,"Long Bay, Auckland, Auckland North Shore"
17 Mccormick Lane,"Rolleston, Canterbury"
111 Trent Drive,"Nelson Airport, Nelson, Nelson/Marlborough"
28 Cheltenham Road,"Devonport, Auckland, Auckland North Shore"
40A Andrew Street,"Marchwiel, Timaru, Canterbury"
Havelock Street,"Kihikihi, Te Awamutu, Waikato"
129 Ormonde Drive,"Silverdale, Auckland North Shore"
2 Okoreka Road,"Glenbrook, Auckland, Auckland South"
14 Borrowdace Avenue,"Botany Downs, Auckland, Auckland South"
91 Rosier Road,"Glen Eden, Auckland, Auckland West"
169 Burma Road,"Johnsonville, Wellington, Wellington"
2 Fendalton Road,"Fendalton, Christchurch, Canterbury"
25 Gemstone Place,"Rolleston, Canterbury"
43 Cloonlyon Drive,"Flat Bush, Auckland, Auckland South"
144 Winchester Street,"Levin, Nelson/Marlborough"
14 Tawa Street,"Eastbourne, Wellington, Wellington"
1 Goh Street,"Lincoln, Canterbury"
9 Francis Street,"Grey Lynn, Auckland, Auckland City"
10 Price Place,"Kaiapoi, Canterbury"
38 Kotari Road,"Days Bay, Lower Hutt, Wellington"
149 James Road,"Herbert, Otago"
8 Valour Drive,"Rangiora, Canterbury"
Radford Road,"Mt Pisa, Cromwell, Otago"
3 Raby Lane,"Pyes Pa, Tauranga, Bay of Plenty"
10 Skiffington Road,"Pokeno, Waikato"
off McShane Road,"Richmond, Nelson, Nelson/Marlborough"
283A Rotowaro Road,"Huntly, Waikato"
19 Racecourse Terraace Rise,"Hokitika, West Coast"
199 Matarawa Valley Road,"Fordell, Manawatu/Whanganui"
10 York Street,"Drury, Auckland South"
37 Kotare Street,"Fendalton, Christchurch, Canterbury"
5 Rakero Lane,"Fernside, Rangiora, Canterbury"
23 Peek Street,"Ellerslie, Auckland, Auckland City"
25 Flame Tree Lane,"Taipa, Northland"
124 Millwood Glen,"Invercargill, Southland"
36 Henriette Place,"The Gardens, Auckland, Auckland South"
3 Pakaraka Drive,"Papakura, Auckland, Auckland South"
231 Te Okuroa Drive,"Papamoa, Bay of Plenty"
